,Name,Retail,Groc,Transit,Workplace,Res,Park
148,Newton County,Not,-2%,Not,-53,Not,Not
149,Nolan County,-35,-12,-37,-20,Not,Not
150,Nueces County,-43,-9%,-42,-36,+14,-37
151,Ochiltree County,-41,-14,Not,-33,Not,Not
152,Oldham County,Not,Not,-13,Not,Not,Not
153,Orange County,-23,+6%,-38,-30,+14,-52
154,Palo Pinto County,-25,-3%,-50,-29,+8%,Not
155,Panola County,-38,-19,-53,-29,Not,Not
156,Parker County,-39,-6%,-42,-34,+14,-41
157,Parmer County,Not,-4%,Not,-21,Not,Not
158,Pecos County,-39,-28,-30,-31,Not,Not
159,Polk County,-27,+2%,-43,-29,+15,-24
160,Potter County,-45,-3%,-25,-27,+11,-4%
161,Presidio County,-52,-42,Not,-60,Not,Not
162,Rains County,-53,-25,Not,-22,Not,Not
163,Randall County,-36,-4%,-25,-30,+11,-37
164,Reagan County,Not,-22,-46,Not,Not,Not
165,Real County,Not,-38,Not,Not,Not,Not
166,Red River County,-54,+4%,Not,-37,Not,Not
167,Reeves County,-45,-26,-35,-17,Not,Not
168,Refugio County,-69,-44,-57,-44,Not,Not
169,Robertson County,-52,-25,-47,-10,Not,Not
170,Rockwall County,-46,-10,-40,-38,+26,Not
171,Runnels County,-25,-17,Not,-37,Not,Not
172,Rusk County,-24,+6%,Not,-20,+19,Not
173,Sabine County,-35,-2%,Not,-40,Not,Not
174,San Augustine County,-64,-14,Not,-48,Not,Not
175,San Jacinto County,-51,+3%,Not,-27,+5%,-40
176,San Patricio County,-32,-13,-32,-27,+13,-44
177,San Saba County,-32,Not,Not,Not,Not,Not
178,Scurry County,-26,-20,Not,-26,Not,Not
179,Shelby County,-46,-19,Not,-21,Not,Not
180,Sherman County,Not,Not,-25,Not,Not,Not
181,Smith County,-46,-12,-37,-31,+14,-45
182,Somervell County,-59,-22,Not,-48,Not,Not
183,Starr County,-42,-20,Not,-26,+28,-68
184,Stephens County,-34,Not,Not,-39,Not,Not
185,Sutton County,-66,-27,Not,Not,Not,Not
186,Swisher County,Not,-2%,Not,-38,Not,Not
187,Tarrant County,-48,-9%,-72,-39,+17,-40
188,Taylor County,-42,-10,-19,-31,+13,-35
189,Terry County,-30,-27,Not,-14,Not,Not
190,Titus County,-37,+6%,Not,-21,+13,Not
191,Tom Green County,-51,-13,Not,-33,+14,-50
192,Travis County,-56,-24,-69,-44,+19,-63
193,Trinity County,-56,-10,Not,-30,Not,Not
194,Tyler County,-32,+5%,Not,-21,Not,Not
195,Upshur County,-25,+4%,Not,-32,+14,Not
196,Upton County,Not,-25,Not,-49,Not,Not
197,Uvalde County,-35,-23,Not,-25,Not,-63
198,Val Verde County,-48,-21,Not,-27,+24,-35
199,Van Zandt County,-44,-13,-44,-28,+17,-29
200,Victoria County,-47,-18,-40,-33,+15,-63
201,Walker County,-43,-7%,-42,-32,+15,-39
202,Waller County,-48,-5%,-36,-32,+26,Not
203,Ward County,-33,-29,+22,-24,Not,Not
204,Washington County,-34,-14,Not,-28,-2%,Not
205,Webb County,-55,-30,-43,-37,+20,-78
206,Wharton County,-27,-29,-44,-25,+15,Not
207,Wheeler County,-41,Not,Not,Not,Not,Not
208,Wichita County,-44,-9%,-33,-34,+14,-17
209,Wilbarger County,-23,-15,-40,-16,Not,Not
210,Willacy County,-58,-38,Not,-26,Not,Not
211,Williamson County,-51,-21,-53,-42,+18,-52
212,Wilson County,-30,-42,Not,-32,+24,-40
213,Winkler County,-30,-32,+0%,-20,Not,Not
214,Wise County,-35,-10,-40,-26,+17,-37
215,Wood County,-33,-1%,Not,-28,+17,Not
216,Yoakum County,-34,-12,Not,-51,Not,Not
217,Young County,-60,+43,Not,-34,Not,Not
218,Zapata County,-55,-30,Not,-49,Not,Not
219,Zavala County,-51,-16,Not,-47,Not,Not
